spec,is_ref,outcome,n_trt,estimate,se,ci_low,ci_high,p,signif,col
[Regions] Grand Est (n=36),FALSE,"Abstention
(% registered)",36,0.8614067347540256,1.805142439443339,-2.6766724465549188,4.39948591606297,0.6332516298696906,FALSE,p >= 0.05
[Regions] Grand Est (n=36),FALSE,"Candidate turnover
(%)",36,-1.4586484241445836,3.916039842438875,-9.134086515324778,6.216789667035612,0.7095578009323087,FALSE,p >= 0.05
[Regions] Grand Est (n=36),FALSE,"Incumbent vote share
(% valid votes)",14,-1.727579680570606,4.457012515216861,-10.463324210395653,7.00816484925444,0.6983786078930352,FALSE,p >= 0.05
[Regions] Brittany (n=25),FALSE,"Candidacy
(pp)",20,-5.292634688885642,15.997598418177013,-36.64792758851259,26.062658210741304,0.7408636019427121,FALSE,p >= 0.05
[Regions] Brittany (n=25),FALSE,"Reelection
(pp)",20,2.772168342658431,18.220942614457623,-32.94087918167851,38.485215866995375,0.8791166772789039,FALSE,p >= 0.05
[Regions] Brittany (n=25),FALSE,"Winner vote share
(% valid votes)",23,3.698203772300919,4.952829044042084,-6.009341154021564,13.405748698623404,0.4554666395085082,FALSE,p >= 0.05
[Regions] Brittany (n=25),FALSE,"Abstention
(% registered)",25,2.44868006714745,1.8122868051894123,-1.1034020710237984,6.000762205318698,0.17700118107244678,FALSE,p >= 0.05
[Regions] Brittany (n=25),FALSE,"Candidate turnover
(%)",23,-3.558648315803511,3.8224659686913256,-11.05068161443851,3.9333849828314866,0.3521507490335607,FALSE,p >= 0.05
[Regions] Brittany (n=25),FALSE,"Incumbent vote share
(% valid votes)",10,18.274114700276893,10.996713342701788,-3.2794434514186115,39.827672851972395,0.09821469616449802,FALSE,p >= 0.05
[Regions] Normandy (n=25),FALSE,"Candidacy
(pp)",23,-8.051998477649011,8.897418028141383,-25.49093781280612,9.386940857508097,0.36558614381824694,FALSE,p >= 0.05
[Regions] Normandy (n=25),FALSE,"Reelection
(pp)",23,-18.157253944756636,10.634204123804377,-39.00029402741322,2.6857861378999424,0.08789759039525358,FALSE,p >= 0.05
[Regions] Normandy (n=25),FALSE,"Winner vote share
(% valid votes)",25,-1.7626024994391989,4.503554383277007,-10.589569090662131,7.064364091783734,0.6955564477977536,FALSE,p >= 0.05
[Regions] Normandy (n=25),FALSE,"Abstention
(% registered)",25,-0.8660439903503099,2.904222945007377,-6.5583209625647685,4.826232981864149,0.7655790402090763,FALSE,p >= 0.05
[Regions] Normandy (n=25),FALSE,"Candidate turnover
(%)",25,8.177521317868687,4.701469863892627,-1.037359615360863,17.392402251098236,0.08212640719442446,FALSE,p >= 0.05
[Regions] Normandy (n=25),FALSE,"Incumbent vote share
(% valid votes)",13,-1.6782311676339359,5.630891504974607,-12.714778517384165,9.358316182116294,0.7657654125114877,FALSE,p >= 0.05
[Regions] Other regions (n=141),FALSE,"Candidacy
(pp)",119,9.172281023574259,6.0121667924166,-2.611565889562277,20.956127936710793,0.1271339419801952,FALSE,p >= 0.05
[Regions] Other regions (n=141),FALSE,"Reelection
(pp)",119,9.778348039414889,6.74563315915491,-3.443092952528735,22.99978903135851,0.1472033117385505,FALSE,p >= 0.05
[Regions] Other regions (n=141),FALSE,"Winner vote share
(% valid votes)",141,-0.27581981752959417,1.5995711821277585,-3.410979334500001,2.8593396994408127,0.8630995255659852,FALSE,p >= 0.05
[Regions] Other regions (n=141),FALSE,"Abstention
(% registered)",141,1.089106115315341,0.8583480289672226,-0.5932560214604155,2.7714682520910974,0.20452217790148244,FALSE,p >= 0.05
[Regions] Other regions (n=141),FALSE,"Candidate turnover
(%)",139,-1.7186475373844208,1.8158695176216006,-5.277751791922758,1.8404567171539163,0.343933361324277,FALSE,p >= 0.05
[Regions] Other regions (n=141),FALSE,"Incumbent vote share
(% valid votes)",64,-0.10724229030141587,3.0788756190689663,-6.14183850367659,5.927353923073758,0.9722160559810099,FALSE,p >= 0.05
[Electoral system] Plurality/individual (n=268),FALSE,"Candidacy
(pp)",239,-2.426982315805616,4.15911730697313,-10.578852237472951,5.724887605861718,0.5595428989430523,FALSE,p >= 0.05
[Electoral system] Plurality/individual (n=268),FALSE,"Reelection
(pp)",239,1.4110744237953505,4.839998658273209,-8.075322946420139,10.897471794010839,0.7706387499588199,FALSE,p >= 0.05
[Electoral system] Plurality/individual (n=268),FALSE,"Winner vote share
(% valid votes)",268,1.0001002718794567,1.142452728375408,-1.239107075736343,3.239307619495256,0.3813697088213752,FALSE,p >= 0.05
[Electoral system] Plurality/individual (n=268),FALSE,"Abstention
(% registered)",268,0.928817727366823,0.7017676451900443,-0.4466468572056639,2.3042823119393097,0.18567304320193265,FALSE,p >= 0.05
[Electoral system] Plurality/individual (n=268),FALSE,"Candidate turnover
(%)",265,0.37807645338412715,1.510077251424095,-2.581674959407099,3.3378278661753535,0.8023050082336883,FALSE,p >= 0.05
[Electoral system] Plurality/individual (n=268),FALSE,"Incumbent vote share
(% valid votes)",127,1.263698605012412,2.1777923574839466,-3.0047744156561236,5.532171625680947,0.5617602578355438,FALSE,p >= 0.05
[Electoral system] List ballot (n=64),FALSE,"Candidacy
(pp)",53,20.081909017951286,9.477267963462543,1.5064638095647034,38.65735422633787,0.034168913176375715,TRUE,p < 0.05
[Electoral system] List ballot (n=64),FALSE,"Reelection
(pp)",53,14.915391097601706,9.7968171422908,-4.286370501288264,34.11715269649167,0.12798441831721516,FALSE,p >= 0.05
[Electoral system] List ballot (n=64),FALSE,"Winner vote share
(% valid votes)",61,-1.3878003578918205,2.7513474240890585,-6.780441309106375,4.004840593322734,0.6140051286411023,FALSE,p >= 0.05
[Electoral system] List ballot (n=64),FALSE,"Abstention
(% registered)",64,0.5557771133044201,1.1529310010545188,-1.7039676487624367,2.8155218753712767,0.6297934537636521,FALSE,p >= 0.05
[Electoral system] List ballot (n=64),FALSE,"Candidate turnover
(%)",61,-0.17223323935003768,2.614584328427956,-5.296818523068832,4.952352044368756,0.9474822371612295,FALSE,p >= 0.05
[Electoral system] List ballot (n=64),FALSE,"Incumbent vote share
(% valid votes)",29,-3.2840776412976527,5.265349768571552,-13.604163187697894,7.036007905102588,0.5329528675886637,FALSE,p >= 0.05
[Stability] Same mayor 2020-2026 (n=90),FALSE,"Winner vote share
(% valid votes)",90,0.7220735916604124,1.5614228968849089,-2.3383152862340086,3.782462469554834,0.6437799149674097,FALSE,p >= 0.05
[Stability] Same mayor 2020-2026 (n=90),FALSE,"Abstention
(% registered)",90,0.5527551910457245,1.137662113127,-1.6770625506831953,2.7825729327746442,0.6270791491779051,FALSE,p >= 0.05
[Stability] Same mayor 2020-2026 (n=90),FALSE,"Candidate turnover
(%)",90,-1.1641440256487325,2.134828853607556,-5.348408578719542,3.020120527422077,0.5855628132143671,FALSE,p >= 0.05
[Stability] Same mayor 2020-2026 (n=90),FALSE,"Incumbent vote share
(% valid votes)",90,0.7220735916604124,1.5614228968849089,-2.3383152862340086,3.782462469554834,0.6437799149674097,FALSE,p >= 0.05
[Stability] Mayor turnover 2020 (n=112),FALSE,"Candidacy
(pp)",103,-2.2900732114189375,5.946544344248241,-13.945300126145488,9.365153703307614,0.700168587838885,FALSE,p >= 0.05
[Stability] Mayor turnover 2020 (n=112),FALSE,"Reelection
(pp)",103,6.827310047185043,4.766496305938499,-2.5150227124544147,16.169642806824502,0.15208722687996604,FALSE,p >= 0.05
[Stability] Mayor turnover 2020 (n=112),FALSE,"Winner vote share
(% valid votes)",112,0.7733085823557658,1.9081424795140665,-2.9666506774918044,4.513267842203336,0.6852926251703202,FALSE,p >= 0.05
[Stability] Mayor turnover 2020 (n=112),FALSE,"Abstention
(% registered)",112,0.15408380044765269,0.9928397299626583,-1.7918820702791578,2.100049671174463,0.8766717881114803,FALSE,p >= 0.05
[Stability] Mayor turnover 2020 (n=112),FALSE,"Candidate turnover
(%)",111,0.7791271790942288,2.071770928776951,-3.281543841308595,4.839798199497053,0.7068775437481509,FALSE,p >= 0.05
[Stability] Mayor turnover 2020 (n=112),FALSE,"Incumbent vote share
(% valid votes)",66,-0.8702785830808888,7.9053280494210485,-16.364721559946144,14.624164393784366,0.9123681842238816,FALSE,p >= 0.05
[Stability] Mayor turnover 2026 (n=99),FALSE,"Candidacy
(pp)",99,1.2671869112213168,4.7757216896050085,-8.0932276004045,10.627601422847132,0.7907558366297669,FALSE,p >= 0.05
[Stability] Mayor turnover 2026 (n=99),FALSE,"Reelection
(pp)",99,0,NA,NA,NA,NA,NA,NA
[Stability] Mayor turnover 2026 (n=99),FALSE,"Winner vote share
(% valid votes)",99,0.9766014301044738,2.0306569833219883,-3.003486257206623,4.9566891174155705,0.6305820835851659,FALSE,p >= 0.05
[Stability] Mayor turnover 2026 (n=99),FALSE,"Abstention
(% registered)",99,1.3784787850582243,1.1566170737858503,-0.8884906795620424,3.6454482496784912,0.23337229323317446,FALSE,p >= 0.05
[Stability] Mayor turnover 2026 (n=99),FALSE,"Candidate turnover
(%)",99,2.5614588970763115,2.436268058165298,-2.2136264969276724,7.336544291080296,0.2931182162248566,FALSE,p >= 0.05
"[Municipality size] < 1,000 registered voters (n=289)",FALSE,"Candidacy
(pp)",258,-0.6002549687978544,4.063707052294824,-8.56512079129571,7.364610853700002,0.8825724730062932,FALSE,p >= 0.05
"[Municipality size] < 1,000 registered voters (n=289)",FALSE,"Reelection
(pp)",258,1.667306176655022,4.666084942938457,-7.478220311504352,10.812832664814396,0.7208532940288568,FALSE,p >= 0.05
"[Municipality size] < 1,000 registered voters (n=289)",FALSE,"Winner vote share
(% valid votes)",289,0.5025709448902783,1.1436564975271226,-1.7389957902628819,2.7441376800434387,0.660346215355293,FALSE,p >= 0.05
"[Municipality size] < 1,000 registered voters (n=289)",FALSE,"Abstention
(% registered)",289,0.7672004480633898,0.6740644881177437,-0.5539659486473878,2.0883668447741677,0.2550636938493189,FALSE,p >= 0.05
"[Municipality size] < 1,000 registered voters (n=289)",FALSE,"Candidate turnover
(%)",286,0.025230632564865643,1.464988373777719,-2.8461465800394636,2.8966078451691946,0.9862593693420028,FALSE,p >= 0.05
"[Municipality size] < 1,000 registered voters (n=289)",FALSE,"Incumbent vote share
(% valid votes)",136,0.807375793010286,2.1411770611940346,-3.389331246930022,5.004082832950594,0.7061351697306358,FALSE,p >= 0.05
"[Municipality size] >= 1,000 registered voters (n=43)",FALSE,"Candidacy
(pp)",34,19.05283427669062,11.689594290764772,-3.8587705332083324,41.96443908658958,0.10326955389167063,FALSE,p >= 0.05
"[Municipality size] >= 1,000 registered voters (n=43)",FALSE,"Reelection
(pp)",34,21.158880867252392,11.462814173008631,-1.3082349118445258,43.62599664634931,0.06504484732263004,FALSE,p >= 0.05
"[Municipality size] >= 1,000 registered voters (n=43)",FALSE,"Winner vote share
(% valid votes)",40,1.0477167790330297,2.9441962961411376,-4.7229079614036005,6.8183415194696595,0.7219777701450933,FALSE,p >= 0.05
"[Municipality size] >= 1,000 registered voters (n=43)",FALSE,"Abstention
(% registered)",43,1.5063460735975058,1.3104263049657092,-1.0620894841352844,4.074781631330296,0.25045294280122804,FALSE,p >= 0.05
"[Municipality size] >= 1,000 registered voters (n=43)",FALSE,"Candidate turnover
(%)",40,2.3260603131381914,2.3382415376869883,-2.256893100728306,6.909013727004689,0.3199542452459089,FALSE,p >= 0.05
"[Municipality size] >= 1,000 registered voters (n=43)",FALSE,"Incumbent vote share
(% valid votes)",20,0.6025831663889563,6.248027023356375,-11.643549799389538,12.848716132167452,0.9231960285066116,FALSE,p >= 0.05
[Cohorts] A 2008-2014 (n=497),FALSE,"Candidacy
(pp)",454,0.9232285556522248,3.2167349252323496,-5.38157189780318,7.22802900910763,0.7741093585810559,FALSE,p >= 0.05
[Cohorts] A 2008-2014 (n=497),FALSE,"Reelection
(pp)",482,0.9269595396928577,3.2661972927438887,-5.474787154085164,7.3287062334708795,0.7765636370475386,FALSE,p >= 0.05
[Cohorts] A 2008-2014 (n=497),FALSE,"Winner vote share
(% valid votes)",497,-0.015319775571816885,0.7347453616507592,-1.455420684407305,1.4247811332636713,0.9833651402426267,FALSE,p >= 0.05
[Cohorts] A 2008-2014 (n=497),FALSE,"Abstention
(% registered)",497,0.589651845019778,0.3297294771158397,-0.0566179301272679,1.235921620166824,0.07374320154056578,FALSE,p >= 0.05
[Cohorts] A 2008-2014 (n=497),FALSE,"Incumbent vote share
(% valid votes)",355,0.4839249729022792,1.2287022855150322,-1.9243315067071838,2.892181452511742,0.6937010237914003,FALSE,p >= 0.05
[Cohorts] B 2014-2020 (n=637),FALSE,"Candidacy
(pp)",592,-2.1464885844659616,2.8054388224241755,-7.645148676417345,3.352171507485422,0.4442112796957599,FALSE,p >= 0.05
[Cohorts] B 2014-2020 (n=637),FALSE,"Reelection
(pp)",623,-3.429819296674355,2.9495055903616394,-9.210850253783168,2.351211660434458,0.2449059873658872,FALSE,p >= 0.05
[Cohorts] B 2014-2020 (n=637),FALSE,"Winner vote share
(% valid votes)",637,-0.851548210764688,0.6907936180453775,-2.205503702133628,0.502407280604252,0.21769723295937776,FALSE,p >= 0.05
[Cohorts] B 2014-2020 (n=637),FALSE,"Abstention
(% registered)",637,-0.5273241796145399,0.4139840196353755,-1.3387328580998759,0.284084498870796,0.202755263264416,FALSE,p >= 0.05
[Cohorts] B 2014-2020 (n=637),FALSE,"Candidate turnover
(%)",621,-0.3929244338118092,1.100422495120355,-2.5497525242477046,1.7639036566240864,0.721045804784779,FALSE,p >= 0.05
[Cohorts] B 2014-2020 (n=637),FALSE,"Incumbent vote share
(% valid votes)",429,1.6245233872828664,1.3109586277536918,-0.9449555231143696,4.194002297680102,0.21530579536716782,FALSE,p >= 0.05
[Installation power] Small < 9 MW (n=148),FALSE,"Candidacy
(pp)",129,11.43196175049091,5.459508744269867,0.7313246117219716,22.132598889259846,0.03627737030592241,TRUE,p < 0.05
[Installation power] Small < 9 MW (n=148),FALSE,"Reelection
(pp)",129,12.06124134954168,6.470740021365044,-0.6214090923338063,24.743891791417166,0.06234156809624607,FALSE,p >= 0.05
[Installation power] Small < 9 MW (n=148),FALSE,"Winner vote share
(% valid votes)",146,1.8542750350532662,1.4391881038461727,-0.966533648485232,4.675083718591765,0.19761492187262306,FALSE,p >= 0.05
[Installation power] Small < 9 MW (n=148),FALSE,"Abstention
(% registered)",148,0.7782446584995173,0.820972286133878,-0.8308610223228834,2.3873503393219178,0.3431632329082821,FALSE,p >= 0.05
[Installation power] Small < 9 MW (n=148),FALSE,"Candidate turnover
(%)",146,-0.7447289305041054,1.9812687400836941,-4.6280156610681455,3.1385578000599352,0.7070064133998946,FALSE,p >= 0.05
[Installation power] Small < 9 MW (n=148),FALSE,"Incumbent vote share
(% valid votes)",79,1.9688073611974488,2.8757255329370888,-3.667614683359245,7.605229405754143,0.49360305758313205,FALSE,p >= 0.05
[Installation power] Large >= 9 MW (n=184),FALSE,"Candidacy
(pp)",163,-6.2223947074753845,5.30135327732484,-16.61304713103207,4.1682577160813015,0.24051516704536188,FALSE,p >= 0.05
[Installation power] Large >= 9 MW (n=184),FALSE,"Reelection
(pp)",163,-2.689832630052327,5.799692037826316,-14.057229024191907,8.677563764087251,0.6428042238907774,FALSE,p >= 0.05
[Installation power] Large >= 9 MW (n=184),FALSE,"Winner vote share
(% valid votes)",183,-0.44303254614502124,1.5234556954981264,-3.429005709321349,2.5429406170313062,0.7712013197453699,FALSE,p >= 0.05
[Installation power] Large >= 9 MW (n=184),FALSE,"Abstention
(% registered)",184,0.9475207714233146,0.878834037454668,-0.7749939419878348,2.670035484834464,0.28097608047534084,FALSE,p >= 0.05
[Installation power] Large >= 9 MW (n=184),FALSE,"Candidate turnover
(%)",180,1.0983954989865523,1.7729300480019239,-2.3765473950972185,4.573338393070323,0.5355696793590323,FALSE,p >= 0.05
[Installation power] Large >= 9 MW (n=184),FALSE,"Incumbent vote share
(% valid votes)",77,-0.3218609013152687,2.8141153238369108,-5.837526936035614,5.1938051334050765,0.9089452176527649,FALSE,p >= 0.05
[Competitiveness] Competitive (n=70),FALSE,"Candidacy
(pp)",58,9.269431324193711,9.545438536449339,-9.439628207246994,27.978490855634416,0.33157777593789417,FALSE,p >= 0.05
[Competitiveness] Competitive (n=70),FALSE,"Reelection
(pp)",58,17.23793690334399,10.82856024942819,-3.98604118553526,38.46191499222324,0.11150221469323349,FALSE,p >= 0.05
[Competitiveness] Competitive (n=70),FALSE,"Winner vote share
(% valid votes)",68,-0.1809093135810052,2.6281621102693844,-5.332107049708998,4.970288422546988,0.9451247631789466,FALSE,p >= 0.05
[Competitiveness] Competitive (n=70),FALSE,"Abstention
(% registered)",70,-0.8781230027507528,1.366043192503254,-3.5555676600571307,1.7993216545556248,0.5203780337527394,FALSE,p >= 0.05
[Competitiveness] Competitive (n=70),FALSE,"Candidate turnover
(%)",66,1.7099547388150895,2.670555522400528,-3.5243340850899454,6.944243562720125,0.5220198649414669,FALSE,p >= 0.05
[Competitiveness] Competitive (n=70),FALSE,"Incumbent vote share
(% valid votes)",32,5.920852975264304,6.116352769750241,-6.067198453446168,17.908904403974777,0.3333261783540834,FALSE,p >= 0.05
[Competitiveness] Non-competitive (n=262),FALSE,"Candidacy
(pp)",234,-0.3140424801421165,4.182378170616831,-8.511503694551106,7.883418734266872,0.9401463974076898,FALSE,p >= 0.05
[Competitiveness] Non-competitive (n=262),FALSE,"Reelection
(pp)",234,0.133079925766107,4.631833507450778,-8.945313748837416,9.211473600369631,0.9770790192035332,FALSE,p >= 0.05
[Competitiveness] Non-competitive (n=262),FALSE,"Winner vote share
(% valid votes)",261,0.38280799449511715,1.0620655393833838,-1.6988404626963152,2.4644564516865493,0.7185245280290192,FALSE,p >= 0.05
[Competitiveness] Non-competitive (n=262),FALSE,"Abstention
(% registered)",262,1.068826705930276,0.6656419517456938,-0.2358315194912839,2.373484931351836,0.10835599882928673,FALSE,p >= 0.05
[Competitiveness] Non-competitive (n=262),FALSE,"Candidate turnover
(%)",260,0.15219549096442023,1.5126929677427288,-2.812682725811328,3.1170737077401682,0.9198594325106928,FALSE,p >= 0.05
[Competitiveness] Non-competitive (n=262),FALSE,"Incumbent vote share
(% valid votes)",124,0.1326506283342858,1.910782983994281,-3.6124840202945045,3.8777852769630763,0.9446561387625007,FALSE,p >= 0.05
[Income] Low (n=157),FALSE,"Candidacy
(pp)",137,0.9789151660612792,5.519811887015188,-9.83991613248849,11.797746464611048,0.8592428839761594,FALSE,p >= 0.05
[Income] Low (n=157),FALSE,"Reelection
(pp)",137,-1.3021051007941646,6.285474834900251,-13.621635777198657,11.017425575610327,0.8358910048303858,FALSE,p >= 0.05
[Income] Low (n=157),FALSE,"Winner vote share
(% valid votes)",153,-1.1532782986972985,1.6060513019357074,-4.301138850491285,1.9945822530966881,0.47273112078450186,FALSE,p >= 0.05
[Income] Low (n=157),FALSE,"Abstention
(% registered)",156,-0.4754025190328931,0.899398509928199,-2.238223598492163,1.287418560426377,0.5971152827188031,FALSE,p >= 0.05
[Income] Low (n=157),FALSE,"Candidate turnover
(%)",153,-0.8133398901122132,1.8027855660099896,-4.346799599491793,2.7201198192673663,0.6518912356153335,FALSE,p >= 0.05
[Income] Low (n=157),FALSE,"Incumbent vote share
(% valid votes)",70,-3.278306343645282,2.800839954452217,-8.767952654371628,2.2113399670810634,0.24195655771782823,FALSE,p >= 0.05
[Income] High (n=158),FALSE,"Candidacy
(pp)",137,3.371670161787783,5.8098204366057375,-8.015577893959462,14.758918217535028,0.561697550694723,FALSE,p >= 0.05
[Income] High (n=158),FALSE,"Reelection
(pp)",137,6.945047288456389,6.357420257428403,-5.515496416103281,19.40559099301606,0.2746672213203475,FALSE,p >= 0.05
[Income] High (n=158),FALSE,"Winner vote share
(% valid votes)",157,2.389150630823754,1.525679384165571,-0.6011809621407651,5.379482223788273,0.11738484658682102,FALSE,p >= 0.05
[Income] High (n=158),FALSE,"Abstention
(% registered)",157,1.2812014891518124,0.8828458099250612,-0.44917629830130745,3.011579276604932,0.14674517728615505,FALSE,p >= 0.05
[Income] High (n=158),FALSE,"Candidate turnover
(%)",155,2.0917917433820112,2.0639454960713484,-1.953541428917832,6.137124915681854,0.3108466029070471,FALSE,p >= 0.05
[Income] High (n=158),FALSE,"Incumbent vote share
(% valid votes)",75,2.8389212142064393,3.0564022264667536,-3.151627149668398,8.829469578081277,0.3530341340520028,FALSE,p >= 0.05
